Класс;Остался жив;Имя;Пол;Возрастная группа (лет);Возраст (лет);Братья, Сестры, Супруги на борту;Родители, дети на борту;Стоимость проезда ($);Категория стоимости ($);Порт посадки;Лодка;Пункт следования
2;no;Jenkin, Mr. Stephen Curnow;male;30 - 39;32;0;0;10,5;10;Southampton;;St Ives, Cornwall / Houghton, MI
2;yes;Jerwan, Mrs. Amin S (Marie Marthe Thuillard);female;20 - 29;23;0;0;13,7917;10;Cherbourg;11;New York, NY
2;no;Kantor, Mr. Sinai;male;30 - 39;34;1;0;26;30;Southampton;;Moscow / Bronx, NY
2;yes;Kantor, Mrs. Sinai (Miriam Sternin);female;20 - 29;24;1;0;26;30;Southampton;12;Moscow / Bronx, NY
2;no;Karnes, Mrs. J Frank (Claire Bennett);female;20 - 29;22;0;0;21;20;Southampton;;India / Pittsburgh, PA
2;yes;Keane, Miss. Nora A;female;unknown;;0;0;12,35;10;Queenstown;10;Harrisburg, PA
2;no;Keane, Mr. Daniel;male;30 - 39;35;0;0;12,35;10;Queenstown;;
2;yes;"Kelly, Mrs. Florence ""Fannie""";female;40 - 49;45;0;0;13,5;10;Southampton;9;London / New York, NY
2;no;Kirkland, Rev. Charles Leonard;male;50 - 59;57;0;0;12,35;10;Queenstown;;Glasgow / Bangor, ME
2;no;Knight, Mr. Robert J;male;unknown;;0;0;0;0;Southampton;;Belfast
2;no;Kvillner, Mr. Johan Henrik Johannesson;male;30 - 39;31;0;0;10,5;10;Southampton;;Sweden / Arlington, NJ
2;no;Lahtinen, Mrs. William (Anna Sylfven);female;20 - 29;26;1;1;26;30;Southampton;;Minneapolis, MN
2;no;Lahtinen, Rev. William;male;30 - 39;30;1;1;26;30;Southampton;;Minneapolis, MN
2;no;Lamb, Mr. John Joseph;male;unknown;;0;0;10,7083;10;Queenstown;;
2;yes;Laroche, Miss. Louise;female;0 - 9;1;1;2;41,5792;40;Cherbourg;14;Paris / Haiti
2;yes;Laroche, Miss. Simonne Marie Anne Andree;female;0 - 9;3;1;2;41,5792;40;Cherbourg;14;Paris / Haiti
2;no;Laroche, Mr. Joseph Philippe Lemercier;male;20 - 29;25;1;2;41,5792;40;Cherbourg;;Paris / Haiti
2;yes;Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue);female;20 - 29;22;1;2;41,5792;40;Cherbourg;14;Paris / Haiti
2;yes;Lehmann, Miss. Bertha;female;10 - 19;17;0;0;12;10;Cherbourg;12;Berne, Switzerland / Central City, IA
2;yes;Leitch, Miss. Jessie Wills;female;unknown;;0;0;33;30;Southampton;11;London / Chicago, IL
2;yes;Lemore, Mrs. (Amelia Milley);female;30 - 39;34;0;0;10,5;10;Southampton;14;Chicago, IL
2;no;Levy, Mr. Rene Jacques;male;30 - 39;36;0;0;12,875;10;Cherbourg;;Montreal, PQ
2;no;Leyson, Mr. Robert William Norman;male;20 - 29;24;0;0;10,5;10;Southampton;;
2;no;Lingane, Mr. John;male;60 - 69;61;0;0;12,35;10;Queenstown;;
2;no;Louch, Mr. Charles Alexander;male;50 - 59;50;1;0;26;30;Southampton;;Weston-Super-Mare, Somerset
2;yes;Louch, Mrs. Charles Alexander (Alice Adelaide Slow);female;40 - 49;42;1;0;26;30;Southampton;;Weston-Super-Mare, Somerset
2;no;Mack, Mrs. (Mary);female;50 - 59;57;0;0;10,5;10;Southampton;;Southampton / New York, NY
2;no;Malachard, Mr. Noel;male;unknown;;0;0;15,0458;20;Cherbourg;;Paris
2;yes;Mallet, Master. Andre;male;0 - 9;1;0;2;37,0042;40;Cherbourg;10;Paris / Montreal, PQ
2;no;Mallet, Mr. Albert;male;30 - 39;31;1;1;37,0042;40;Cherbourg;;Paris / Montreal, PQ
2;yes;Mallet, Mrs. Albert (Antoinette Magnin);female;20 - 29;24;1;1;37,0042;40;Cherbourg;10;Paris / Montreal, PQ
2;no;Mangiavacchi, Mr. Serafino Emilio;male;unknown;;0;0;15,5792;20;Cherbourg;;New York, NY
2;no;Matthews, Mr. William John;male;30 - 39;30;0;0;13;10;Southampton;;St Austall, Cornwall
2;no;Maybery, Mr. Frank Hubert;male;40 - 49;40;0;0;16;20;Southampton;;Weston-Super-Mare / Moose Jaw, SK
2;no;McCrae, Mr. Arthur Gordon;male;30 - 39;32;0;0;13,5;10;Southampton;;Sydney, Australia
2;no;McCrie, Mr. James Matthew;male;30 - 39;30;0;0;13;10;Southampton;;Sarnia, ON
2;no;McKane, Mr. Peter David;male;40 - 49;46;0;0;26;30;Southampton;;Rochester, NY
2;yes;Mellinger, Miss. Madeleine Violet;female;10 - 19;13;0;1;19,5;20;Southampton;14;England / Bennington, VT
2;yes;Mellinger, Mrs. (Elizabeth Anne Maidment);female;40 - 49;41;0;1;19,5;20;Southampton;14;England / Bennington, VT
2;yes;Mellors, Mr. William John;male;10 - 19;19;0;0;10,5;10;Southampton;B;Chelsea, London
2;no;Meyer, Mr. August;male;30 - 39;39;0;0;13;10;Southampton;;Harrow-on-the-Hill, Middlesex
2;no;Milling, Mr. Jacob Christian;male;40 - 49;48;0;0;13;10;Southampton;;Copenhagen, Denmark
2;no;Mitchell, Mr. Henry Michael;male;70 - 79;70;0;0;10,5;10;Southampton;;Guernsey / Montclair, NJ and/or Toledo, Ohio
2;no;Montvila, Rev. Juozas;male;20 - 29;27;0;0;13;10;Southampton;;Worcester, MA
2;no;Moraweck, Dr. Ernest;male;50 - 59;54;0;0;14;10;Southampton;;Frankfort, KY
2;no;"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")";male;30 - 39;39;0;0;26;30;Southampton;;
2;no;Mudd, Mr. Thomas Charles;male;10 - 19;16;0;0;10,5;10;Southampton;;Halesworth, England
2;no;Myles, Mr. Thomas Francis;male;60 - 69;62;0;0;9,6875;10;Queenstown;;Cambridge, MA
2;no;Nasser, Mr. Nicholas;male;30 - 39;32,5;1;0;30,0708;30;Cherbourg;;New York, NY
2;yes;Nasser, Mrs. Nicholas (Adele Achem);female;10 - 19;14;1;0;30,0708;30;Cherbourg;;New York, NY
2;yes;Navratil, Master. Edmond Roger;male;0 - 9;2;1;1;26;30;Southampton;D;Nice, France
2;yes;Navratil, Master. Michel M;male;0 - 9;3;1;1;26;30;Southampton;D;Nice, France
2;no;"Navratil, Mr. Michel (""Louis M Hoffman"")";male;30 - 39;36,5;0;2;26;30;Southampton;;Nice, France
2;no;Nesson, Mr. Israel;male;20 - 29;26;0;0;13;10;Southampton;;Boston, MA
2;no;Nicholls, Mr. Joseph Charles;male;10 - 19;19;1;1;36,75;40;Southampton;;Cornwall / Hancock, MI
2;no;Norman, Mr. Robert Douglas;male;20 - 29;28;0;0;13,5;10;Southampton;;Glasgow
2;yes;"Nourney, Mr. Alfred (""Baron von Drachstedt"")";male;20 - 29;20;0;0;13,8625;10;Cherbourg;7;Cologne, Germany
2;yes;Nye, Mrs. (Elizabeth Ramell);female;20 - 29;29;0;0;10,5;10;Southampton;11;Folkstone, Kent / New York, NY
2;no;Otter, Mr. Richard;male;30 - 39;39;0;0;13;10;Southampton;;Middleburg Heights, OH
2;yes;Oxenham, Mr. Percy Thomas;male;20 - 29;22;0;0;10,5;10;Southampton;13;Pondersend, England / New Durham, NJ
2;yes;Padro y Manent, Mr. Julian;male;unknown;;0;0;13,8625;10;Cherbourg;9;Spain / Havana, Cuba
2;no;Pain, Dr. Alfred;male;20 - 29;23;0;0;10,5;10;Southampton;;Hamilton, ON
2;yes;Pallas y Castello, Mr. Emilio;male;20 - 29;29;0;0;13,8583;10;Cherbourg;9;Spain / Havana, Cuba
2;no;Parker, Mr. Clifford Richard;male;20 - 29;28;0;0;10,5;10;Southampton;;St Andrews, Guernsey
2;no;"Parkes, Mr. Francis ""Frank""";male;unknown;;0;0;0;0;Southampton;;Belfast
2;yes;Parrish, Mrs. (Lutie Davis);female;50 - 59;50;0;1;26;30;Southampton;12;Woodford County, KY
2;no;Pengelly, Mr. Frederick William;male;10 - 19;19;0;0;10,5;10;Southampton;;Gunnislake, England / Butte, MT
2;no;Pernot, Mr. Rene;male;unknown;;0;0;15,05;20;Cherbourg;;
2;no;Peruschitz, Rev. Joseph Maria;male;40 - 49;41;0;0;13;10;Southampton;;
2;yes;Phillips, Miss. Alice Frances Louisa;female;20 - 29;21;0;1;21;20;Southampton;12;Ilfracombe, Devon
2;yes;"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")";female;10 - 19;19;0;0;26;30;Southampton;11;Worcester, England
2;no;Phillips, Mr. Escott Robert;male;40 - 49;43;0;1;21;20;Southampton;;Ilfracombe, Devon
2;yes;Pinsky, Mrs. (Rosa);female;30 - 39;32;0;0;13;10;Southampton;9;Russia
2;no;Ponesell, Mr. Martin;male;30 - 39;34;0;0;13;10;Southampton;;Denmark / New York, NY
2;yes;Portaluppi, Mr. Emilio Ilario Giuseppe;male;30 - 39;30;0;0;12,7375;10;Cherbourg;14;Milford, NH
2;no;Pulbaum, Mr. Franz;male;20 - 29;27;0;0;15,0333;20;Cherbourg;;Paris
2;yes;Quick, Miss. Phyllis May;female;0 - 9;2;1;1;26;30;Southampton;11;Plymouth, Devon / Detroit, MI
2;yes;Quick, Miss. Winifred Vera;female;0 - 9;8;1;1;26;30;Southampton;11;Plymouth, Devon / Detroit, MI
2;yes;Quick, Mrs. Frederick Charles (Jane Richards);female;30 - 39;33;0;2;26;30;Southampton;11;Plymouth, Devon / Detroit, MI
2;no;Reeves, Mr. David;male;30 - 39;36;0;0;10,5;10;Southampton;;Brighton, Sussex
2;no;Renouf, Mr. Peter Henry;male;30 - 39;34;1;0;21;20;Southampton;12;Elizabeth, NJ
2;yes;Renouf, Mrs. Peter Henry (Lillian Jefferys);female;30 - 39;30;3;0;21;20;Southampton;;Elizabeth, NJ
2;yes;Reynaldo, Ms. Encarnacion;female;20 - 29;28;0;0;13;10;Southampton;9;Spain
2;no;Richard, Mr. Emile;male;20 - 29;23;0;0;15,0458;20;Cherbourg;;Paris / Montreal, PQ
2;yes;Richards, Master. George Sibley;male;0 - 9;0,8333;1;1;18,75;20;Southampton;4;Cornwall / Akron, OH
2;yes;Richards, Master. William Rowe;male;0 - 9;3;1;1;18,75;20;Southampton;4;Cornwall / Akron, OH
2;yes;Richards, Mrs. Sidney (Emily Hocking);female;20 - 29;24;2;3;18,75;20;Southampton;4;Cornwall / Akron, OH
2;yes;Ridsdale, Miss. Lucy;female;50 - 59;50;0;0;10,5;10;Southampton;13;London, England / Marietta, Ohio and Milwaukee, WI
2;no;Rogers, Mr. Reginald Harry;male;10 - 19;19;0;0;10,5;10;Southampton;;
2;yes;Rugg, Miss. Emily;female;20 - 29;21;0;0;10,5;10;Southampton;12;Guernsey / Wilmington, DE
2;no;Schmidt, Mr. August;male;20 - 29;26;0;0;13;10;Southampton;;Newark, NJ
2;no;Sedgwick, Mr. Charles Frederick Waddington;male;20 - 29;25;0;0;13;10;Southampton;;Liverpool
2;no;Sharp, Mr. Percival James R;male;20 - 29;27;0;0;26;30;Southampton;;Hornsey, England
2;yes;Shelley, Mrs. William (Imanita Parrish Hall);female;20 - 29;25;0;1;26;30;Southampton;12;Deer Lodge, MT
2;yes;Silven, Miss. Lyyli Karoliina;female;10 - 19;18;0;2;13;10;Southampton;16;Finland / Minneapolis, MN
2;yes;Sincock, Miss. Maude;female;20 - 29;20;0;0;36,75;40;Southampton;11;Cornwall / Hancock, MI
2;yes;Sinkkonen, Miss. Anna;female;30 - 39;30;0;0;13;10;Southampton;10;Finland / Washington, DC
2;no;Sjostedt, Mr. Ernst Adolf;male;50 - 59;59;0;0;13,5;10;Southampton;;Sault St Marie, ON
2;yes;Slayter, Miss. Hilda Mary;female;30 - 39;30;0;0;12,35;10;Queenstown;13;Halifax, NS
2;no;Slemen, Mr. Richard James;male;30 - 39;35;0;0;10,5;10;Southampton;;Cornwall
2;yes;Smith, Miss. Marion Elsie;female;40 - 49;40;0;0;13;10;Southampton;9;
2;no;Sobey, Mr. Samuel James Hayden;male;20 - 29;25;0;0;13;10;Southampton;;Cornwall / Houghton, MI
2;no;Stanton, Mr. Samuel Ward;male;40 - 49;41;0;0;15,0458;20;Cherbourg;;New York, NY
2;no;Stokes, Mr. Philip Joseph;male;20 - 29;25;0;0;10,5;10;Southampton;;Catford, Kent / Detroit, MI
2;no;Swane, Mr. George;male;10 - 19;18,5;0;0;13;10;Southampton;;
2;no;Sweet, Mr. George Frederick;male;10 - 19;14;0;0;65;70;Southampton;;Somerset / Bernardsville, NJ
2;yes;Toomey, Miss. Ellen;female;50 - 59;50;0;0;10,5;10;Southampton;9;Indianapolis, IN
2;no;Troupiansky, Mr. Moses Aaron;male;20 - 29;23;0;0;13;10;Southampton;;
2;yes;Trout, Mrs. William H (Jessie L);female;20 - 29;28;0;0;12,65;10;Southampton;;Columbus, OH
2;yes;"Troutt, Miss. Edwina Celia ""Winnie""";female;20 - 29;27;0;0;10,5;10;Southampton;16;Bath, England / Massachusetts
2;no;Turpin, Mr. William John Robert;male;20 - 29;29;1;0;21;20;Southampton;;Plymouth, England
2;no;Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott);female;20 - 29;27;1;0;21;20;Southampton;;Plymouth, England
2;no;Veal, Mr. James;male;40 - 49;40;0;0;13;10;Southampton;;Barre, Co Washington, VT
2;yes;Walcroft, Miss. Nellie;female;30 - 39;31;0;0;21;20;Southampton;14;Mamaroneck, NY
2;no;Ware, Mr. John James;male;30 - 39;30;1;0;21;20;Southampton;;Bristol, England / New Britain, CT
2;no;Ware, Mr. William Jeffery;male;20 - 29;23;1;0;10,5;10;Southampton;;
2;yes;Ware, Mrs. John James (Florence Louise Long);female;30 - 39;31;0;0;21;20;Southampton;10;Bristol, England / New Britain, CT
2;no;Watson, Mr. Ennis Hastings;male;unknown;;0;0;0;0;Southampton;;Belfast
2;yes;Watt, Miss. Bertha J;female;10 - 19;12;0;0;15,75;20;Southampton;9;Aberdeen / Portland, OR
2;yes;"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)";female;40 - 49;40;0;0;15,75;20;Southampton;9;Aberdeen / Portland, OR
2;yes;Webber, Miss. Susan;female;30 - 39;32,5;0;0;13;10;Southampton;12;England / Hartford, CT
2;no;Weisz, Mr. Leopold;male;20 - 29;27;1;0;26;30;Southampton;;Bromsgrove, England / Montreal, PQ
2;yes;Weisz, Mrs. Leopold (Mathilde Francoise Pede);female;20 - 29;29;1;0;26;30;Southampton;10;Bromsgrove, England / Montreal, PQ
2;yes;Wells, Master. Ralph Lester;male;0 - 9;2;1;1;23;20;Southampton;14;Cornwall / Akron, OH
2;yes;Wells, Miss. Joan;female;0 - 9;4;1;1;23;20;Southampton;14;Cornwall / Akron, OH
2;yes;"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)";female;20 - 29;29;0;2;23;20;Southampton;14;Cornwall / Akron, OH
2;yes;West, Miss. Barbara J;female;0 - 9;0,9167;1;2;27,75;30;Southampton;10;Bournmouth, England
2;yes;West, Miss. Constance Mirium;female;0 - 9;5;1;2;27,75;30;Southampton;10;Bournmouth, England
2;no;West, Mr. Edwy Arthur;male;30 - 39;36;1;2;27,75;30;Southampton;;Bournmouth, England
2;yes;West, Mrs. Edwy Arthur (Ada Mary Worth);female;30 - 39;33;1;2;27,75;30;Southampton;10;Bournmouth, England
2;no;Wheadon, Mr. Edward H;male;60 - 69;66;0;0;10,5;10;Southampton;;Guernsey, England / Edgewood, RI
2;no;"Wheeler, Mr. Edwin ""Frederick""";male;unknown;;0;0;12,875;10;Southampton;;
2;yes;Wilhelms, Mr. Charles;male;30 - 39;31;0;0;13;10;Southampton;9;London, England
2;yes;Williams, Mr. Charles Eugene;male;unknown;;0;0;13;10;Southampton;14;Harrow, England
2;yes;Wright, Miss. Marion;female;20 - 29;26;0;0;13,5;10;Southampton;9;Yoevil, England / Cottage Grove, OR
2;no;"Yrois, Miss. Henriette (""Mrs Harbeck"")";female;20 - 29;24;0;0;13;10;Southampton;;Paris
3;no;Abbing, Mr. Anthony;male;40 - 49;42;0;0;7,55;10;Southampton;;
3;no;Abbott, Master. Eugene Joseph;male;10 - 19;13;0;2;20,25;20;Southampton;;East Providence, RI
3;no;Abbott, Mr. Rossmore Edward;male;10 - 19;16;1;1;20,25;20;Southampton;;East Providence, RI
3;yes;Abbott, Mrs. Stanton (Rosa Hunt);female;30 - 39;35;1;1;20,25;20;Southampton;A;East Providence, RI
3;yes;Abelseth, Miss. Karen Marie;female;10 - 19;16;0;0;7,65;10;Southampton;16;Norway Los Angeles, CA
3;yes;Abelseth, Mr. Olaus Jorgensen;male;20 - 29;25;0;0;7,65;10;Southampton;A;Perkins County, SD
3;yes;Abrahamsson, Mr. Abraham August Johannes;male;20 - 29;20;0;0;7,925;10;Southampton;15;Taalintehdas, Finland Hoboken, NJ
3;yes;Abrahim, Mrs. Joseph (Sophie Halaut Easu);female;10 - 19;18;0;0;7,2292;10;Cherbourg;C;Greensburg, PA
3;no;Adahl, Mr. Mauritz Nils Martin;male;30 - 39;30;0;0;7,25;10;Southampton;;Asarum, Sweden Brooklyn, NY
3;no;Adams, Mr. John;male;20 - 29;26;0;0;8,05;10;Southampton;;Bournemouth, England
3;no;Ahlin, Mrs. Johan (Johanna Persdotter Larsson);female;40 - 49;40;1;0;9,475;10;Southampton;;Sweden Akeley, MN
3;yes;Aks, Master. Philip Frank;male;0 - 9;0,8333;0;1;9,35;10;Southampton;11;London, England Norfolk, VA
3;yes;Aks, Mrs. Sam (Leah Rosen);female;10 - 19;18;0;1;9,35;10;Southampton;13;London, England Norfolk, VA
3;yes;Albimona, Mr. Nassef Cassem;male;20 - 29;26;0;0;18,7875;20;Cherbourg;15;Syria Fredericksburg, VA
3;no;Alexander, Mr. William;male;20 - 29;26;0;0;7,8875;10;Southampton;;England Albion, NY
3;no;Alhomaki, Mr. Ilmari Rudolf;male;20 - 29;20;0;0;7,925;10;Southampton;;Salo, Finland Astoria, OR
3;no;Ali, Mr. Ahmed;male;20 - 29;24;0;0;7,05;10;Southampton;;
3;no;Ali, Mr. William;male;20 - 29;25;0;0;7,05;10;Southampton;;Argentina
3;no;Allen, Mr. William Henry;male;30 - 39;35;0;0;8,05;10;Southampton;;Lower Clapton, Middlesex or Erdington, Birmingham
3;no;Allum, Mr. Owen George;male;10 - 19;18;0;0;8,3;10;Southampton;;Windsor, England New York, NY
3;no;Andersen, Mr. Albert Karvin;male;30 - 39;32;0;0;22,525;20;Southampton;;Bergen, Norway
3;yes;Andersen-Jensen, Miss. Carla Christine Nielsine;female;10 - 19;19;1;0;7,8542;10;Southampton;16;
3;no;Andersson, Master. Sigvard Harald Elias;male;0 - 9;4;4;2;31,275;30;Southampton;;Sweden Winnipeg, MN
3;no;Andersson, Miss. Ebba Iris Alfrida;female;0 - 9;6;4;2;31,275;30;Southampton;;Sweden Winnipeg, MN
3;no;Andersson, Miss. Ellis Anna Maria;female;0 - 9;2;4;2;31,275;30;Southampton;;Sweden Winnipeg, MN
3;yes;Andersson, Miss. Erna Alexandra;female;10 - 19;17;4;2;7,925;10;Southampton;D;Ruotsinphyhtaa, Finland New York, NY
3;no;Andersson, Miss. Ida Augusta Margareta;female;30 - 39;38;4;2;7,775;10;Southampton;;Vadsbro, Sweden Ministee, MI
3;no;Andersson, Miss. Ingeborg Constanzia;female;0 - 9;9;4;2;31,275;30;Southampton;;Sweden Winnipeg, MN
3;no;Andersson, Miss. Sigrid Elisabeth;female;10 - 19;11;4;2;31,275;30;Southampton;;Sweden Winnipeg, MN
3;no;Andersson, Mr. Anders Johan;male;30 - 39;39;1;5;31,275;30;Southampton;;Sweden Winnipeg, MN
3;yes;"Andersson, Mr. August Edvard (""Wennerstrom"")";male;20 - 29;27;0;0;7,7958;10;Southampton;A;
3;no;Andersson, Mr. Johan Samuel;male;20 - 29;26;0;0;7,775;10;Southampton;;Hartford, CT
3;no;Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren);female;30 - 39;39;1;5;31,275;30;Southampton;;Sweden Winnipeg, MN
3;no;Andreasson, Mr. Paul Edvin;male;20 - 29;20;0;0;7,8542;10;Southampton;;Sweden Chicago, IL
3;no;Angheloff, Mr. Minko;male;20 - 29;26;0;0;7,8958;10;Southampton;;Bulgaria Chicago, IL
3;no;Arnold-Franchi, Mr. Josef;male;20 - 29;25;1;0;17,8;20;Southampton;;Altdorf, Switzerland
3;no;Arnold-Franchi, Mrs. Josef (Josefine Franchi);female;10 - 19;18;1;0;17,8;20;Southampton;;Altdorf, Switzerland
3;no;Aronsson, Mr. Ernst Axel Algot;male;20 - 29;24;0;0;7,775;10;Southampton;;Sweden Joliet, IL
3;no;Asim, Mr. Adola;male;30 - 39;35;0;0;7,05;10;Southampton;;
3;no;Asplund, Master. Carl Edgar;male;0 - 9;5;4;2;31,3875;30;Southampton;;Sweden Worcester, MA
3;no;Asplund, Master. Clarence Gustaf Hugo;male;0 - 9;9;4;2;31,3875;30;Southampton;;Sweden Worcester, MA
3;yes;Asplund, Master. Edvin Rojj Felix;male;0 - 9;3;4;2;31,3875;30;Southampton;15;Sweden Worcester, MA
3;no;Asplund, Master. Filip Oscar;male;10 - 19;13;4;2;31,3875;30;Southampton;;Sweden Worcester, MA
3;yes;Asplund, Miss. Lillian Gertrud;female;0 - 9;5;4;2;31,3875;30;Southampton;15;Sweden Worcester, MA
3;no;Asplund, Mr. Carl Oscar Vilhelm Gustafsson;male;40 - 49;40;1;5;31,3875;30;Southampton;;Sweden Worcester, MA
3;yes;Asplund, Mr. Johan Charles;male;20 - 29;23;0;0;7,7958;10;Southampton;13;Oskarshamn, Sweden Minneapolis, MN
3;yes;Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson);female;30 - 39;38;1;5;31,3875;30;Southampton;15;Sweden Worcester, MA
3;yes;"Assaf Khalil, Mrs. Mariana (""Miriam"")";female;40 - 49;45;0;0;7,225;10;Cherbourg;C;Ottawa, ON
3;no;Assaf, Mr. Gerios;male;20 - 29;21;0;0;7,225;10;Cherbourg;;Ottawa, ON
3;no;Assam, Mr. Ali;male;20 - 29;23;0;0;7,05;10;Southampton;;
3;no;Attalah, Miss. Malake;female;10 - 19;17;0;0;14,4583;10;Cherbourg;;
3;no;Attalah, Mr. Sleiman;male;30 - 39;30;0;0;7,225;10;Cherbourg;;Ottawa, ON
3;no;Augustsson, Mr. Albert;male;20 - 29;23;0;0;7,8542;10;Southampton;;Krakoryd, Sweden Bloomington, IL
3;yes;Ayoub, Miss. Banoura;female;10 - 19;13;0;0;7,2292;10;Cherbourg;C;Syria Youngstown, OH
3;no;Baccos, Mr. Raffull;male;20 - 29;20;0;0;7,225;10;Cherbourg;;
3;no;Backstrom, Mr. Karl Alfred;male;30 - 39;32;1;0;15,85;20;Southampton;D;Ruotsinphytaa, Finland New York, NY
3;yes;Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson);female;30 - 39;33;3;0;15,85;20;Southampton;;Ruotsinphytaa, Finland New York, NY
3;yes;Baclini, Miss. Eugenie;female;0 - 9;0,75;2;1;19,2583;20;Cherbourg;C;Syria New York, NY
3;yes;Baclini, Miss. Helene Barbara;female;0 - 9;0,75;2;1;19,2583;20;Cherbourg;C;Syria New York, NY
3;yes;Baclini, Miss. Marie Catherine;female;0 - 9;5;2;1;19,2583;20;Cherbourg;C;Syria New York, NY
3;yes;Baclini, Mrs. Solomon (Latifa Qurban);female;20 - 29;24;0;3;19,2583;20;Cherbourg;C;Syria New York, NY
3;yes;Badman, Miss. Emily Louisa;female;10 - 19;18;0;0;8,05;10;Southampton;C;London Skanteales, NY
3;no;Badt, Mr. Mohamed;male;40 - 49;40;0;0;7,225;10;Cherbourg;;
3;no;Balkic, Mr. Cerin;male;20 - 29;26;0;0;7,8958;10;Southampton;;
3;yes;Barah, Mr. Hanna Assi;male;20 - 29;20;0;0;7,2292;10;Cherbourg;15;
3;no;Barbara, Miss. Saiide;female;10 - 19;18;0;1;14,4542;10;Cherbourg;;Syria Ottawa, ON
3;no;Barbara, Mrs. (Catherine David);female;40 - 49;45;0;1;14,4542;10;Cherbourg;;Syria Ottawa, ON
3;no;Barry, Miss. Julia;female;20 - 29;27;0;0;7,8792;10;Queenstown;;New York, NY
3;no;Barton, Mr. David John;male;20 - 29;22;0;0;8,05;10;Southampton;;England New York, NY
3;no;Beavan, Mr. William Thomas;male;10 - 19;19;0;0;8,05;10;Southampton;;England
3;no;Bengtsson, Mr. John Viktor;male;20 - 29;26;0;0;7,775;10;Southampton;;Krakudden, Sweden Moune, IL
3;no;Berglund, Mr. Karl Ivar Sven;male;20 - 29;22;0;0;9,35;10;Southampton;;Tranvik, Finland New York
3;no;Betros, Master. Seman;male;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;Betros, Mr. Tannous;male;20 - 29;20;0;0;4,0125;0;Cherbourg;;Syria
3;yes;Bing, Mr. Lee;male;30 - 39;32;0;0;56,4958;60;Southampton;C;Hong Kong New York, NY
3;no;Birkeland, Mr. Hans Martin Monsen;male;20 - 29;21;0;0;7,775;10;Southampton;;Brennes, Norway New York
3;no;Bjorklund, Mr. Ernst Herbert;male;10 - 19;18;0;0;7,75;10;Southampton;;Stockholm, Sweden New York
3;no;Bostandyeff, Mr. Guentcho;male;20 - 29;26;0;0;7,8958;10;Southampton;;Bulgaria Chicago, IL
3;no;Boulos, Master. Akar;male;0 - 9;6;1;1;15,2458;20;Cherbourg;;Syria Kent, ON
3;no;Boulos, Miss. Nourelain;female;0 - 9;9;1;1;15,2458;20;Cherbourg;;Syria Kent, ON
3;no;Boulos, Mr. Hanna;male;unknown;;0;0;7,225;10;Cherbourg;;Syria
3;no;Boulos, Mrs. Joseph (Sultana);female;unknown;;0;2;15,2458;20;Cherbourg;;Syria Kent, ON
3;no;Bourke, Miss. Mary;female;unknown;;0;2;7,75;10;Queenstown;;Ireland Chicago, IL
3;no;Bourke, Mr. John;male;40 - 49;40;1;1;15,5;20;Queenstown;;Ireland Chicago, IL
3;no;Bourke, Mrs. John (Catherine);female;30 - 39;32;1;1;15,5;20;Queenstown;;Ireland Chicago, IL
3;no;"Bowen, Mr. David John ""Dai""";male;20 - 29;21;0;0;16,1;20;Southampton;;Treherbert, Cardiff, Wales
3;yes;Bradley, Miss. Bridget Delia;female;20 - 29;22;0;0;7,725;10;Queenstown;13;Kingwilliamstown, Co Cork, Ireland Glens Falls, NY
3;no;Braf, Miss. Elin Ester Maria;female;20 - 29;20;0;0;7,8542;10;Southampton;;Medeltorp, Sweden Chicago, IL
3;no;Braund, Mr. Lewis Richard;male;20 - 29;29;1;0;7,0458;10;Southampton;;Bridgerule, Devon
3;no;Braund, Mr. Owen Harris;male;20 - 29;22;1;0;7,25;10;Southampton;;Bridgerule, Devon
3;no;Brobeck, Mr. Karl Rudolf;male;20 - 29;22;0;0;7,7958;10;Southampton;;Sweden Worcester, MA
3;no;Brocklebank, Mr. William Alfred;male;30 - 39;35;0;0;8,05;10;Southampton;;Broomfield, Chelmsford, England
3;no;Buckley, Miss. Katherine;female;10 - 19;18,5;0;0;7,2833;10;Queenstown;;Co Cork, Ireland Roxbury, MA
3;yes;Buckley, Mr. Daniel;male;20 - 29;21;0;0;7,8208;10;Queenstown;13;Kingwilliamstown, Co Cork, Ireland New York, NY
3;no;Burke, Mr. Jeremiah;male;10 - 19;19;0;0;6,75;10;Queenstown;;Co Cork, Ireland Charlestown, MA
3;no;Burns, Miss. Mary Delia;female;10 - 19;18;0;0;7,8792;10;Queenstown;;Co Sligo, Ireland New York, NY
3;no;Cacic, Miss. Manda;female;20 - 29;21;0;0;8,6625;10;Southampton;;
3;no;Cacic, Miss. Marija;female;30 - 39;30;0;0;8,6625;10;Southampton;;
3;no;Cacic, Mr. Jego Grga;male;10 - 19;18;0;0;8,6625;10;Southampton;;
